product_type,variant,sku,product_price,actual_drop_date,drop_month,print,season,drop_time_holiday,print_gender,product_gender,main_color,designcat,designelement,returning_cohort,first_time_cohort,returning_sales,first_time_sales,rc_total,ft_total,rc_sales_total,ft_sales_total,order_quantity,confidence_score,sold_amount_14,sold_amount_30,sold_amount_45,sold_amount_60,sold_amount_75,sold_amount_90,sellout_flg,marketing_spend_drop,marketing_flag,convertible_romper_in_drop,pajama_set_in_drop,romper_in_drop,footie_in_drop,prints_in_drop,corrected_order_amt,total_sales_drop,proportion,order_proportion
Baby Dress,18 - 24 Months,9351,38.0,2023-03-01,3,Spring Par-Tea,Spring,Easter,Girl,Girl,Purple,Bunnies,Animals,914,361,1606.0,480.0,7801,7306,49989.0,21456.0,40,A,32.0,40.0,40.0,38.0,37.0,37.0,0,4.284888888888889,1,0,0,1,1,3,40,2094.0,0.01766953199617956,0.01694915254237288
Footie,0 - 3 Months,9334,36.0,2023-03-01,3,Spring Par-Tea,Spring,Easter,Girl,Neutral,Purple,Bunnies,Animals,276,385,326.0,466.0,7801,7306,49989.0,21456.0,60,A,40.0,61.0,60.0,58.0,58.0,58.0,0,4.284888888888889,1,0,0,1,1,3,60,2094.0,0.027698185291308502,0.025423728813559324
Jogger Set,2T,9356,52.0,2023-03-01,3,Spring Par-Tea,Spring,Easter,Girl,Neutral,Purple,Bunnies,Animals,1214,359,2176.0,494.0,7801,7306,49989.0,21456.0,50,A,36.0,41.0,43.0,42.0,42.0,42.0,0,4.284888888888889,1,0,1,1,1,3,50,2094.0,0.02005730659025788,0.0211864406779661
Pajama Set,7/8Y,9366,39.0,2023-03-01,3,Spring Par-Tea,Spring,Easter,Girl,Neutral,Purple,Bunnies,Animals,231,149,328.0,198.0,7801,7306,49989.0,21456.0,50,A,30.0,48.0,49.0,49.0,49.0,48.0,0,4.284888888888889,1,0,1,0,0,3,50,2094.0,0.022922636103151862,0.0211864406779661
Footie,9 - 12 Months,9337,36.0,2023-03-01,3,Spring Par-Tea,Spring,Easter,Girl,Neutral,Purple,Bunnies,Animals,569,442,832.0,515.0,7801,7306,49989.0,21456.0,100,A,65.0,104.0,104.0,104.0,104.0,104.0,0,4.284888888888889,1,0,0,1,1,3,100,2094.0,0.049665711556829036,0.0423728813559322
Footie,2T,9340,36.0,2023-03-01,3,Spring Par-Tea,Spring,Easter,Girl,Neutral,Purple,Bunnies,Animals,1214,359,2176.0,494.0,7801,7306,49989.0,21456.0,30,A,22.0,29.0,28.0,28.0,28.0,28.0,0,4.284888888888889,1,0,1,1,1,3,30,2094.0,0.013371537726838587,0.012711864406779662
Mom Pants,XL,9377,38.0,2023-03-01,3,Spring Par-Tea,Spring,Easter,Girl,Adult Wear - Women,Purple,Bunnies,Animals,270,84,326.0,97.0,7801,7306,49989.0,21456.0,30,A,17.0,23.0,24.0,25.0,25.0,26.0,0,4.284888888888889,1,0,0,0,0,3,30,2094.0,0.012416427889207259,0.012711864406779662
Baby Dress,12 - 18 Months,9350,38.0,2023-03-01,3,Spring Par-Tea,Spring,Easter,Girl,Girl,Purple,Bunnies,Animals,885,367,1459.0,427.0,7801,7306,49989.0,21456.0,50,A,43.0,46.0,49.0,48.0,48.0,49.0,0,4.284888888888889,1,0,0,1,1,3,50,2094.0,0.023400191021967526,0.0211864406779661
Pajama Set,2T,9362,39.0,2023-03-01,3,Spring Par-Tea,Spring,Easter,Girl,Neutral,Purple,Bunnies,Animals,1214,359,2176.0,494.0,7801,7306,49989.0,21456.0,70,A,49.0,72.0,72.0,71.0,71.0,71.0,0,4.284888888888889,1,0,1,1,1,3,70,2094.0,0.03390639923591213,0.029661016949152543
Jogger Set,7/8Y,9360,52.0,2023-03-01,3,Spring Par-Tea,Fall,Bundle,Girl,Neutral,Purple,Bunnies,Animals,231,149,328.0,198.0,7801,7306,49989.0,21456.0,30,A,5.0,6.0,7.0,7.0,7.0,9.0,0,4.284888888888889,1,0,1,0,0,3,30,2094.0,0.004297994269340974,0.012711864406779662
Footie,18 - 24 Months,9339,36.0,2023-03-01,3,Spring Par-Tea,Spring,Easter,Girl,Neutral,Purple,Bunnies,Animals,914,361,1606.0,480.0,7801,7306,49989.0,21456.0,80,A,65.0,78.0,75.0,75.0,75.0,75.0,0,4.284888888888889,1,0,0,1,1,3,80,2094.0,0.03581661891117478,0.03389830508474576
Toddler Dress,5/6Y,9371,52.0,2023-03-01,3,Spring Par-Tea,Spring,Easter,Girl,Girl,Purple,Bunnies,Animals,415,227,614.0,301.0,7801,7306,49989.0,21456.0,30,A,22.0,29.0,31.0,31.0,30.0,30.0,0,4.284888888888889,1,0,1,0,0,3,30,2094.0,0.014326647564469915,0.012711864406779662
Jogger Set,6 - 12 Months,9353,52.0,2023-03-01,3,Spring Par-Tea,Winter,Easter,Girl,Neutral,Purple,Bunnies,Animals,501,228,716.0,265.0,7801,7306,49989.0,21456.0,40,A,14.0,17.0,17.0,17.0,17.0,17.0,0,4.284888888888889,1,0,0,0,0,3,40,2094.0,0.008118433619866285,0.01694915254237288
Jogger Set,5/6Y,9359,52.0,2023-03-01,3,Spring Par-Tea,Summer,Easter,Girl,Neutral,Purple,Bunnies,Animals,415,227,614.0,301.0,7801,7306,49989.0,21456.0,30,A,12.0,15.0,16.0,15.0,14.0,17.0,0,4.284888888888889,1,0,1,0,0,3,30,2094.0,0.008118433619866285,0.012711864406779662
Footie,Newborn,6596,36.0,2022-06-01,6,Star Spangled Banner,Spring,4th of July,Neutral,Neutral,Multi Color / Others,Stripes,America,345,536,496.0,676.0,9131,11042,52878.0,31355.0,50,B,11.0,13.0,15.0,15.0,17.0,18.0,0,66.00855555555557,1,0,0,0,1,6,50,828.0,0.021739130434782608,0.02262443438914027
Baby Dress,12 - 18 Months,6613,38.0,2022-06-01,6,Star Spangled Banner,Summer,4th of July,Neutral,Girl,Multi Color / Others,Stripes,America,1682,1029,3348.0,1436.0,9131,11042,52878.0,31355.0,90,B,30.0,35.0,39.0,39.0,42.0,45.0,0,66.00855555555557,1,0,0,1,1,6,90,828.0,0.05434782608695652,0.04072398190045249
Footie,18 - 24 Months,6602,36.0,2022-06-01,6,Star Spangled Banner,Summer,4th of July,Neutral,Neutral,Multi Color / Others,Stripes,America,1584,826,3109.0,1061.0,9131,11042,52878.0,31355.0,80,B,13.0,16.0,24.0,24.0,31.0,38.0,0,66.00855555555557,1,0,0,1,1,6,80,828.0,0.04589371980676329,0.03619909502262444
Footie,3 - 6 Months,6598,36.0,2022-06-01,6,Star Spangled Banner,Winter,4th of July,Neutral,Neutral,Multi Color / Others,Stripes,America,1039,1563,1921.0,2174.0,9131,11042,52878.0,31355.0,100,B,22.0,28.0,34.0,34.0,37.0,40.0,0,66.00855555555557,1,0,0,1,1,6,100,828.0,0.04830917874396135,0.04524886877828054
Romper,12 - 18 Months,6608,36.0,2022-06-01,6,Star Spangled Banner,Spring,4th of July,Neutral,Neutral,Multi Color / Others,Stripes,America,1682,1029,3348.0,1436.0,9131,11042,52878.0,31355.0,110,B,33.0,40.0,52.0,52.0,54.0,58.0,0,66.00855555555557,1,0,0,1,1,6,110,828.0,0.07004830917874397,0.049773755656108594
Pajama Set,4T,6618,39.0,2022-06-01,6,Star Spangled Banner,Summer,4th of July,Neutral,Neutral,Multi Color / Others,Stripes,America,618,389,997.0,443.0,9131,11042,52878.0,31355.0,100,B,8.0,10.0,15.0,15.0,16.0,18.0,0,66.00855555555557,1,0,1,0,0,6,100,828.0,0.021739130434782608,0.04524886877828054
Footie,9 - 12 Months,6600,36.0,2022-06-01,6,Star Spangled Banner,Winter,4th of July,Neutral,Neutral,Multi Color / Others,Stripes,America,1318,1093,2231.0,1425.0,9131,11042,52878.0,31355.0,100,B,28.0,33.0,40.0,40.0,46.0,56.0,0,66.00855555555557,1,0,0,1,1,6,100,828.0,0.06763285024154589,0.04524886877828054
Footie,6 - 9 Months,6599,36.0,2022-06-01,6,Star Spangled Banner,Winter,4th of July,Neutral,Neutral,Multi Color / Others,Stripes,America,1088,1173,1888.0,1571.0,9131,11042,52878.0,31355.0,100,B,19.0,27.0,38.0,39.0,44.0,49.0,0,66.00855555555557,1,0,0,1,1,6,100,828.0,0.059178743961352656,0.04524886877828054
Footie,2T,6603,36.0,2022-06-01,6,Star Spangled Banner,Winter,4th of July,Neutral,Neutral,Multi Color / Others,Stripes,America,1564,745,3181.0,996.0,9131,11042,52878.0,31355.0,60,B,6.0,7.0,12.0,12.0,15.0,21.0,0,66.00855555555557,1,0,1,1,1,6,60,828.0,0.025362318840579712,0.027149321266968326
Pajama Set,3T,6617,39.0,2022-06-01,6,Star Spangled Banner,Fall,4th of July,Neutral,Neutral,Multi Color / Others,Stripes,America,823,375,1331.0,443.0,9131,11042,52878.0,31355.0,100,B,14.0,14.0,20.0,20.0,25.0,31.0,0,66.00855555555557,1,0,1,0,0,6,100,828.0,0.03743961352657005,0.04524886877828054
Pajama Set,7/8Y,6620,39.0,2022-06-01,6,Star Spangled Banner,Summer,4th of July,Neutral,Neutral,Multi Color / Others,Stripes,America,360,223,599.0,261.0,9131,11042,52878.0,31355.0,50,B,4.0,8.0,11.0,11.0,12.0,14.0,0,66.00855555555557,1,0,1,0,0,6,50,828.0,0.016908212560386472,0.02262443438914027
Pajama Set,9/10Y,6621,39.0,2022-06-01,6,Star Spangled Banner,Summer,4th of July,Neutral,Neutral,Multi Color / Others,Stripes,America,202,91,319.0,93.0,9131,11042,52878.0,31355.0,50,B,2.0,2.0,6.0,6.0,8.0,9.0,0,66.00855555555557,1,0,1,0,0,6,50,828.0,0.010869565217391304,0.02262443438914027
Romper,2T,6610,36.0,2022-06-01,6,Star Spangled Banner,Summer,4th of July,Neutral,Neutral,Multi Color / Others,Stripes,America,1564,745,3181.0,996.0,9131,11042,52878.0,31355.0,80,B,18.0,22.0,27.0,27.0,30.0,35.0,0,66.00855555555557,1,0,1,1,1,6,80,828.0,0.042270531400966184,0.03619909502262444
Baby Dress,3 - 6 Months,6611,38.0,2022-06-01,6,Star Spangled Banner,Summer,4th of July,Neutral,Girl,Multi Color / Others,Stripes,America,1039,1563,1921.0,2174.0,9131,11042,52878.0,31355.0,70,B,16.0,21.0,21.0,22.0,22.0,23.0,0,66.00855555555557,1,0,0,1,1,6,70,828.0,0.027777777777777776,0.03167420814479638
Footie,0 - 3 Months,6597,36.0,2022-06-01,6,Star Spangled Banner,Winter,4th of July,Neutral,Neutral,Multi Color / Others,Stripes,America,581,873,879.0,1093.0,9131,11042,52878.0,31355.0,80,B,17.0,21.0,24.0,24.0,27.0,30.0,0,66.00855555555557,1,0,0,1,1,6,80,828.0,0.036231884057971016,0.03619909502262444
Pajama Set,2T,6616,39.0,2022-06-01,6,Star Spangled Banner,Summer,4th of July,Neutral,Neutral,Multi Color / Others,Stripes,America,1564,745,3181.0,996.0,9131,11042,52878.0,31355.0,100,B,4.0,5.0,6.0,6.0,6.0,7.0,0,66.00855555555557,1,0,1,1,1,6,100,828.0,0.008454106280193236,0.04524886877828054
Pajama Set,5/6Y,6619,39.0,2022-06-01,6,Star Spangled Banner,Summer,4th of July,Neutral,Neutral,Multi Color / Others,Stripes,America,523,299,897.0,338.0,9131,11042,52878.0,31355.0,80,B,10.0,14.0,16.0,16.0,16.0,16.0,0,66.00855555555557,1,0,1,0,0,6,80,828.0,0.01932367149758454,0.03619909502262444
Romper,3 - 6 Months,6605,36.0,2022-06-01,6,Star Spangled Banner,Spring,4th of July,Neutral,Neutral,Multi Color / Others,Stripes,America,1039,1563,1921.0,2174.0,9131,11042,52878.0,31355.0,90,B,13.0,19.0,23.0,23.0,24.0,25.0,0,66.00855555555557,1,0,0,1,1,6,90,828.0,0.030193236714975844,0.04072398190045249
Romper,0 - 3 Months,6604,36.0,2022-06-01,6,Star Spangled Banner,Summer,4th of July,Neutral,Neutral,Multi Color / Others,Stripes,America,581,873,879.0,1093.0,9131,11042,52878.0,31355.0,50,B,16.0,23.0,23.0,23.0,24.0,25.0,0,66.00855555555557,1,0,0,1,1,6,50,828.0,0.030193236714975844,0.02262443438914027
Baby Dress,2T,6615,38.0,2022-06-01,6,Star Spangled Banner,Summer,4th of July,Neutral,Girl,Multi Color / Others,Stripes,America,1564,745,3181.0,996.0,9131,11042,52878.0,31355.0,90,B,8.0,10.0,11.0,11.0,11.0,14.0,0,66.00855555555557,1,0,1,1,1,6,90,828.0,0.016908212560386472,0.04072398190045249
Romper,6 - 9 Months,6606,36.0,2022-06-01,6,Star Spangled Banner,Winter,4th of July,Neutral,Neutral,Multi Color / Others,Stripes,America,1088,1173,1888.0,1571.0,9131,11042,52878.0,31355.0,110,B,16.0,19.0,22.0,22.0,24.0,28.0,0,66.00855555555557,1,0,0,1,1,6,110,828.0,0.033816425120772944,0.049773755656108594
Baby Dress,6 - 12 Months,6612,38.0,2022-06-01,6,Star Spangled Banner,Winter,4th of July,Neutral,Girl,Multi Color / Others,Stripes,America,549,354,880.0,403.0,9131,11042,52878.0,31355.0,90,B,31.0,46.0,48.0,48.0,51.0,53.0,0,66.00855555555557,1,0,0,0,0,6,90,828.0,0.0640096618357488,0.04072398190045249
Footie,12 - 18 Months,6601,36.0,2022-06-01,6,Star Spangled Banner,Spring,4th of July,Neutral,Neutral,Multi Color / Others,Stripes,America,1682,1029,3348.0,1436.0,9131,11042,52878.0,31355.0,80,B,14.0,20.0,33.0,34.0,41.0,57.0,0,66.00855555555557,1,0,0,1,1,6,80,828.0,0.06884057971014493,0.03619909502262444
Romper,18 - 24 Months,6609,36.0,2022-06-01,6,Star Spangled Banner,Winter,4th of July,Neutral,Neutral,Multi Color / Others,Stripes,America,1584,826,3109.0,1061.0,9131,11042,52878.0,31355.0,100,B,25.0,28.0,35.0,35.0,38.0,43.0,0,66.00855555555557,1,0,0,1,1,6,100,828.0,0.051932367149758456,0.04524886877828054
Romper,9 - 12 Months,6607,36.0,2022-06-01,6,Star Spangled Banner,Spring,4th of July,Neutral,Neutral,Multi Color / Others,Stripes,America,1318,1093,2231.0,1425.0,9131,11042,52878.0,31355.0,110,B,24.0,27.0,34.0,35.0,35.0,41.0,0,66.00855555555557,1,0,0,1,1,6,110,828.0,0.049516908212560384,0.049773755656108594
Baby Dress,18 - 24 Months,6614,38.0,2022-06-01,6,Star Spangled Banner,Spring,4th of July,Neutral,Girl,Multi Color / Others,Stripes,America,1584,826,3109.0,1061.0,9131,11042,52878.0,31355.0,90,B,21.0,21.0,26.0,27.0,29.0,34.0,0,66.00855555555557,1,0,0,1,1,6,90,828.0,0.04106280193236715,0.04072398190045249
Convertible Romper,2T,13159,36.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Neutral,Purple,Flowers,Floral,2103,1336,4268.0,1690.0,15336,26325,120381.0,86853.0,75,A,40.0,46.0,54.0,60.0,66.0,67.0,0,138.11466666666664,1,1,1,0,1,4,75,2668.0,0.025112443778110945,0.024193548387096774
Mom Pants,M,13201,38.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Adult Wear - Women,Purple,Flowers,Floral,580,224,882.0,265.0,15336,26325,120381.0,86853.0,60,A,41.0,45.0,49.0,52.0,59.0,59.0,0,138.11466666666664,1,0,0,0,0,4,60,2668.0,0.022113943028485756,0.01935483870967742
Footie,2T,13152,36.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Neutral,Purple,Flowers,Floral,2103,1336,4268.0,1690.0,15336,26325,120381.0,86853.0,85,A,26.0,28.0,31.0,34.0,39.0,41.0,0,138.11466666666664,1,1,1,0,1,4,85,2668.0,0.015367316341829085,0.027419354838709678
Pajama Set,9/10Y,13166,39.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Neutral,Purple,Flowers,Floral,357,415,609.0,524.0,15336,26325,120381.0,86853.0,45,A,26.0,30.0,31.0,33.0,33.0,33.0,0,138.11466666666664,1,0,1,0,0,4,45,2668.0,0.012368815592203899,0.014516129032258065
Baby Dress,2T,13171,38.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Girl,Purple,Flowers,Floral,2103,1336,4268.0,1690.0,15336,26325,120381.0,86853.0,95,A,27.0,27.0,28.0,30.0,33.0,34.0,0,138.11466666666664,1,1,1,0,1,4,95,2668.0,0.012743628185907047,0.03064516129032258
Pajama Set,5/6Y,13164,39.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Neutral,Purple,Flowers,Floral,978,1055,1662.0,1226.0,15336,26325,120381.0,86853.0,60,A,57.0,57.0,57.0,57.0,62.0,63.0,1,138.11466666666664,1,0,1,0,0,4,120,2668.0,0.02361319340329835,0.01935483870967742
Convertible Romper,6 - 9 Months,13155,36.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Neutral,Purple,Flowers,Floral,869,1808,1490.0,2433.0,15336,26325,120381.0,86853.0,75,A,70.0,70.0,70.0,70.0,74.0,74.0,0,138.11466666666664,1,1,0,0,1,4,75,2668.0,0.027736131934032984,0.024193548387096774
Footie,6 - 9 Months,2366,36.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Neutral,Purple,Flowers,Floral,869,1808,1490.0,2433.0,15336,26325,120381.0,86853.0,140,A,137.0,144.0,144.0,143.0,148.0,147.0,1,138.11466666666664,1,1,0,0,1,4,280,2668.0,0.055097451274362816,0.04516129032258064
Footie,Newborn,2363,36.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Neutral,Purple,Flowers,Floral,214,500,306.0,594.0,15336,26325,120381.0,86853.0,50,A,43.0,43.0,43.0,42.0,46.0,46.0,0,138.11466666666664,1,0,0,0,1,4,50,2668.0,0.017241379310344827,0.016129032258064516
Mom Pants,3XL,13205,38.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Adult Wear - Women,Purple,Flowers,Floral,88,38,123.0,52.0,15336,26325,120381.0,86853.0,35,A,12.0,12.0,13.0,13.0,13.0,13.0,0,138.11466666666664,1,0,0,0,0,4,35,2668.0,0.004872563718140929,0.01129032258064516
Jogger Set,9/10Y,13188,52.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Neutral,Purple,Flowers,Floral,357,415,609.0,524.0,15336,26325,120381.0,86853.0,35,A,10.0,10.0,9.0,9.0,9.0,9.0,0,138.11466666666664,1,0,1,0,0,4,35,2668.0,0.003373313343328336,0.01129032258064516
Jogger Set,18 - 24 Months,13182,52.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Neutral,Purple,Flowers,Floral,1684,1378,3142.0,1928.0,15336,26325,120381.0,86853.0,100,A,67.0,70.0,74.0,76.0,78.0,80.0,0,138.11466666666664,1,1,0,0,1,4,100,2668.0,0.029985007496251874,0.03225806451612903
Convertible Romper,3T,13160,36.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Neutral,Purple,Flowers,Floral,1411,863,2528.0,1015.0,15336,26325,120381.0,86853.0,75,A,42.0,47.0,49.0,53.0,59.0,59.0,0,138.11466666666664,1,1,1,0,0,4,75,2668.0,0.022113943028485756,0.024193548387096774
Baby Dress,6 - 12 Months,13168,38.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Girl,Purple,Flowers,Floral,606,308,907.0,320.0,15336,26325,120381.0,86853.0,80,A,27.0,29.0,33.0,35.0,38.0,41.0,0,138.11466666666664,1,0,0,0,0,4,80,2668.0,0.015367316341829085,0.025806451612903226
Baby Dress,3 - 6 Months,13167,38.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Girl,Purple,Flowers,Floral,919,1982,1541.0,2789.0,15336,26325,120381.0,86853.0,55,A,9.0,10.0,12.0,13.0,15.0,15.0,0,138.11466666666664,1,1,0,0,1,4,55,2668.0,0.005622188905547227,0.017741935483870968
Pajama Set,7/8Y,13165,39.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Neutral,Purple,Flowers,Floral,601,705,1039.0,842.0,15336,26325,120381.0,86853.0,45,A,43.0,43.0,43.0,43.0,46.0,46.0,1,138.11466666666664,1,0,1,0,0,4,90,2668.0,0.017241379310344827,0.014516129032258065
Baby Dress,18 - 24 Months,13170,38.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Girl,Purple,Flowers,Floral,1684,1378,3142.0,1928.0,15336,26325,120381.0,86853.0,90,A,30.0,33.0,35.0,36.0,37.0,37.0,0,138.11466666666664,1,1,0,0,1,4,90,2668.0,0.013868065967016492,0.02903225806451613
Baby Dress,12 - 18 Months,13169,38.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Girl,Purple,Flowers,Floral,1703,1988,3335.0,2832.0,15336,26325,120381.0,86853.0,85,A,30.0,33.0,36.0,40.0,45.0,47.0,0,138.11466666666664,1,1,0,0,1,4,85,2668.0,0.017616191904047975,0.027419354838709678
Mom Pants,L,13202,38.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Adult Wear - Women,Purple,Flowers,Floral,568,315,844.0,427.0,15336,26325,120381.0,86853.0,60,A,51.0,54.0,54.0,54.0,57.0,58.0,0,138.11466666666664,1,0,0,0,0,4,60,2668.0,0.021739130434782608,0.01935483870967742
Jogger Set,7/8Y,13187,52.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Neutral,Purple,Flowers,Floral,601,705,1039.0,842.0,15336,26325,120381.0,86853.0,35,A,30.0,31.0,31.0,31.0,35.0,36.0,0,138.11466666666664,1,0,1,0,0,4,35,2668.0,0.013493253373313344,0.01129032258064516
Jogger Set,2T,13183,52.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Neutral,Purple,Flowers,Floral,2103,1336,4268.0,1690.0,15336,26325,120381.0,86853.0,120,A,104.0,106.0,109.0,110.0,112.0,112.0,0,138.11466666666664,1,1,1,0,1,4,120,2668.0,0.041979010494752625,0.03870967741935484
Convertible Romper,12 - 18 Months,13157,36.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Neutral,Purple,Flowers,Floral,1703,1988,3335.0,2832.0,15336,26325,120381.0,86853.0,100,A,93.0,94.0,94.0,94.0,102.0,101.0,0,138.11466666666664,1,1,0,0,1,4,100,2668.0,0.03785607196401799,0.03225806451612903
Footie,9 - 12 Months,2367,36.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Neutral,Purple,Flowers,Floral,1026,1805,1677.0,2526.0,15336,26325,120381.0,86853.0,120,A,111.0,122.0,122.0,122.0,127.0,127.0,0,138.11466666666664,1,1,0,0,1,4,120,2668.0,0.04760119940029985,0.03870967741935484
Convertible Romper,9 - 12 Months,13156,36.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Neutral,Purple,Flowers,Floral,1026,1805,1677.0,2526.0,15336,26325,120381.0,86853.0,75,A,71.0,71.0,71.0,71.0,77.0,77.0,0,138.11466666666664,1,1,0,0,1,4,75,2668.0,0.02886056971514243,0.024193548387096774
Mom Pants,S,13200,38.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Adult Wear - Women,Purple,Flowers,Floral,500,326,758.0,469.0,15336,26325,120381.0,86853.0,55,A,44.0,44.0,46.0,46.0,50.0,50.0,0,138.11466666666664,1,0,0,0,0,4,55,2668.0,0.018740629685157422,0.017741935483870968
Footie,12 - 18 Months,2368,36.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Neutral,Purple,Flowers,Floral,1703,1988,3335.0,2832.0,15336,26325,120381.0,86853.0,120,A,97.0,121.0,121.0,121.0,129.0,127.0,0,138.11466666666664,1,1,0,0,1,4,120,2668.0,0.04760119940029985,0.03870967741935484
Pajama Set,2T,13161,39.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Neutral,Purple,Flowers,Floral,2103,1336,4268.0,1690.0,15336,26325,120381.0,86853.0,100,A,70.0,76.0,84.0,85.0,92.0,92.0,0,138.11466666666664,1,1,1,0,1,4,100,2668.0,0.034482758620689655,0.03225806451612903
Pajama Set,4T,13163,39.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Neutral,Purple,Flowers,Floral,1160,912,2053.0,1075.0,15336,26325,120381.0,86853.0,75,A,71.0,71.0,71.0,71.0,76.0,76.0,0,138.11466666666664,1,0,1,0,0,4,75,2668.0,0.02848575712143928,0.024193548387096774
Jogger Set,5/6Y,13186,52.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Neutral,Purple,Flowers,Floral,978,1055,1662.0,1226.0,15336,26325,120381.0,86853.0,35,A,32.0,32.0,32.0,32.0,35.0,35.0,0,138.11466666666664,1,0,1,0,0,4,35,2668.0,0.013118440779610194,0.01129032258064516
Mom Pants,2XL,13204,38.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Adult Wear - Women,Purple,Flowers,Floral,307,155,446.0,187.0,15336,26325,120381.0,86853.0,35,A,20.0,22.0,24.0,24.0,26.0,26.0,0,138.11466666666664,1,0,0,0,0,4,35,2668.0,0.009745127436281859,0.01129032258064516
Footie,0 - 3 Months,2364,36.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Neutral,Purple,Flowers,Floral,538,1368,811.0,1843.0,15336,26325,120381.0,86853.0,50,A,49.0,49.0,49.0,49.0,53.0,53.0,1,138.11466666666664,1,1,0,0,1,4,100,2668.0,0.019865067466266866,0.016129032258064516
Convertible Romper,18 - 24 Months,13158,36.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Neutral,Purple,Flowers,Floral,1684,1378,3142.0,1928.0,15336,26325,120381.0,86853.0,100,A,84.0,90.0,90.0,90.0,98.0,98.0,0,138.11466666666664,1,1,0,0,1,4,100,2668.0,0.03673163418290855,0.03225806451612903
Mom Pants,XL,13203,38.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Adult Wear - Women,Purple,Flowers,Floral,500,205,748.0,261.0,15336,26325,120381.0,86853.0,35,A,34.0,34.0,34.0,34.0,35.0,35.0,1,138.11466666666664,1,0,0,0,0,4,70,2668.0,0.013118440779610194,0.01129032258064516
Convertible Romper,0 - 3 Months,13153,36.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Neutral,Purple,Flowers,Floral,538,1368,811.0,1843.0,15336,26325,120381.0,86853.0,40,A,39.0,39.0,39.0,38.0,41.0,41.0,1,138.11466666666664,1,1,0,0,1,4,80,2668.0,0.015367316341829085,0.012903225806451613
Footie,3 - 6 Months,2365,36.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Neutral,Purple,Flowers,Floral,919,1982,1541.0,2789.0,15336,26325,120381.0,86853.0,75,A,74.0,74.0,74.0,74.0,79.0,78.0,1,138.11466666666664,1,1,0,0,1,4,150,2668.0,0.02923538230884558,0.024193548387096774
Convertible Romper,3 - 6 Months,13154,36.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Neutral,Purple,Flowers,Floral,919,1982,1541.0,2789.0,15336,26325,120381.0,86853.0,50,A,45.0,45.0,45.0,45.0,50.0,50.0,0,138.11466666666664,1,1,0,0,1,4,50,2668.0,0.018740629685157422,0.016129032258064516
Jogger Set,6 - 12 Months,13180,52.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Neutral,Purple,Flowers,Floral,606,308,907.0,320.0,15336,26325,120381.0,86853.0,45,A,32.0,34.0,38.0,41.0,42.0,43.0,0,138.11466666666664,1,0,0,0,0,4,45,2668.0,0.016116941529235384,0.014516129032258065
Jogger Set,3T,13184,52.0,2023-11-27,11,You're Peony One For Me,Winter,Regular,Girl,Neutral,Purple,Flowers,Floral,1411,863,2528.0,1015.0,15336,26325,120381.0,86853.0,100,A,99.0,99.0,99.0,99.0,103.0,103.0,1,138.11466666666664,1,1,1,0,0,4,200,2668.0,0.03860569715142429,0.03225806451612903
